id;nom;durée;style;niveau;audience;cible;mode
hiit_full_body_groupe_expert_10;HIIT Full body Groupe 10 min;10 min;hiit;Expert;Groupe;Full body;terrain hardcore
hiit_full_body_groupe_expert_15;HIIT Full body Groupe 15 min;15 min;hiit;Expert;Groupe;Full body;terrain hardcore
hiit_full_body_groupe_expert_20;HIIT Full body Groupe 20 min;20 min;hiit;Expert;Groupe;Full body;terrain hardcore
hiit_full_body_groupe_expert_30;HIIT Full body Groupe 30 min;30 min;hiit;Expert;Groupe;Full body;terrain hardcore
hiit_full_body_groupe_expert_45;HIIT Full body Groupe 45 min;45 min;hiit;Expert;Groupe;Full body;terrain hardcore
hiit_full_body_maison_expert_10;HIIT Full body Maison 10 min;10 min;hiit;Expert;Maison;Full body;terrain hardcore
hiit_full_body_maison_expert_15;HIIT Full body Maison 15 min;15 min;hiit;Expert;Maison;Full body;terrain hardcore
hiit_full_body_maison_expert_20;HIIT Full body Maison 20 min;20 min;hiit;Expert;Maison;Full body;terrain hardcore
hiit_full_body_maison_expert_30;HIIT Full body Maison 30 min;30 min;hiit;Expert;Maison;Full body;terrain hardcore
hiit_full_body_maison_expert_45;HIIT Full body Maison 45 min;45 min;hiit;Expert;Maison;Full body;terrain hardcore
hiit_full_body_salle_expert_10;HIIT Full body Salle 10 min;10 min;hiit;Expert;Salle;Full body;terrain hardcore
hiit_full_body_salle_expert_15;HIIT Full body Salle 15 min;15 min;hiit;Expert;Salle;Full body;terrain hardcore
hiit_full_body_salle_expert_20;HIIT Full body Salle 20 min;20 min;hiit;Expert;Salle;Full body;terrain hardcore
hiit_full_body_salle_expert_30;HIIT Full body Salle 30 min;30 min;hiit;Expert;Salle;Full body;terrain hardcore
hiit_full_body_salle_expert_45;HIIT Full body Salle 45 min;45 min;hiit;Expert;Salle;Full body;terrain hardcore
hiit_full_body_exterieur_expert_10;HIIT Full body Extérieur 10 min;10 min;hiit;Expert;Extérieur;Full body;terrain hardcore
hiit_full_body_exterieur_expert_15;HIIT Full body Extérieur 15 min;15 min;hiit;Expert;Extérieur;Full body;terrain hardcore
hiit_full_body_exterieur_expert_20;HIIT Full body Extérieur 20 min;20 min;hiit;Expert;Extérieur;Full body;terrain hardcore
hiit_full_body_exterieur_expert_30;HIIT Full body Extérieur 30 min;30 min;hiit;Expert;Extérieur;Full body;terrain hardcore
hiit_full_body_exterieur_expert_45;HIIT Full body Extérieur 45 min;45 min;hiit;Expert;Extérieur;Full body;terrain hardcore
hiit_full_body_coach_expert_10;HIIT Full body Coach 10 min;10 min;hiit;Expert;Coach;Full body;terrain hardcore
hiit_full_body_coach_expert_15;HIIT Full body Coach 15 min;15 min;hiit;Expert;Coach;Full body;terrain hardcore
hiit_full_body_coach_expert_20;HIIT Full body Coach 20 min;20 min;hiit;Expert;Coach;Full body;terrain hardcore
hiit_full_body_coach_expert_30;HIIT Full body Coach 30 min;30 min;hiit;Expert;Coach;Full body;terrain hardcore
hiit_full_body_coach_expert_45;HIIT Full body Coach 45 min;45 min;hiit;Expert;Coach;Full body;terrain hardcore
tabata_full_body_solo_debutant_10;Tabata Full body Solo 10 min;10 min;tabata;Débutant;Solo;Full body;terrain hardcore
tabata_full_body_solo_debutant_15;Tabata Full body Solo 15 min;15 min;tabata;Débutant;Solo;Full body;terrain hardcore
tabata_full_body_solo_debutant_20;Tabata Full body Solo 20 min;20 min;tabata;Débutant;Solo;Full body;terrain hardcore
tabata_full_body_solo_debutant_25;Tabata Full body Solo 25 min;25 min;tabata;Débutant;Solo;Full body;terrain hardcore
tabata_full_body_solo_debutant_30;Tabata Full body Solo 30 min;30 min;tabata;Débutant;Solo;Full body;terrain hardcore
tabata_full_body_groupe_debutant_10;Tabata Full body Groupe 10 min;10 min;tabata;Débutant;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_debutant_15;Tabata Full body Groupe 15 min;15 min;tabata;Débutant;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_debutant_20;Tabata Full body Groupe 20 min;20 min;tabata;Débutant;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_debutant_25;Tabata Full body Groupe 25 min;25 min;tabata;Débutant;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_debutant_30;Tabata Full body Groupe 30 min;30 min;tabata;Débutant;Groupe;Full body;terrain hardcore
tabata_full_body_maison_debutant_10;Tabata Full body Maison 10 min;10 min;tabata;Débutant;Maison;Full body;terrain hardcore
tabata_full_body_maison_debutant_15;Tabata Full body Maison 15 min;15 min;tabata;Débutant;Maison;Full body;terrain hardcore
tabata_full_body_maison_debutant_20;Tabata Full body Maison 20 min;20 min;tabata;Débutant;Maison;Full body;terrain hardcore
tabata_full_body_maison_debutant_25;Tabata Full body Maison 25 min;25 min;tabata;Débutant;Maison;Full body;terrain hardcore
tabata_full_body_maison_debutant_30;Tabata Full body Maison 30 min;30 min;tabata;Débutant;Maison;Full body;terrain hardcore
tabata_full_body_salle_debutant_10;Tabata Full body Salle 10 min;10 min;tabata;Débutant;Salle;Full body;terrain hardcore
tabata_full_body_salle_debutant_15;Tabata Full body Salle 15 min;15 min;tabata;Débutant;Salle;Full body;terrain hardcore
tabata_full_body_salle_debutant_20;Tabata Full body Salle 20 min;20 min;tabata;Débutant;Salle;Full body;terrain hardcore
tabata_full_body_salle_debutant_25;Tabata Full body Salle 25 min;25 min;tabata;Débutant;Salle;Full body;terrain hardcore
tabata_full_body_salle_debutant_30;Tabata Full body Salle 30 min;30 min;tabata;Débutant;Salle;Full body;terrain hardcore
tabata_full_body_exterieur_debutant_10;Tabata Full body Extérieur 10 min;10 min;tabata;Débutant;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_debutant_15;Tabata Full body Extérieur 15 min;15 min;tabata;Débutant;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_debutant_20;Tabata Full body Extérieur 20 min;20 min;tabata;Débutant;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_debutant_25;Tabata Full body Extérieur 25 min;25 min;tabata;Débutant;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_debutant_30;Tabata Full body Extérieur 30 min;30 min;tabata;Débutant;Extérieur;Full body;terrain hardcore
tabata_full_body_coach_debutant_10;Tabata Full body Coach 10 min;10 min;tabata;Débutant;Coach;Full body;terrain hardcore
tabata_full_body_coach_debutant_15;Tabata Full body Coach 15 min;15 min;tabata;Débutant;Coach;Full body;terrain hardcore
tabata_full_body_coach_debutant_20;Tabata Full body Coach 20 min;20 min;tabata;Débutant;Coach;Full body;terrain hardcore
tabata_full_body_coach_debutant_25;Tabata Full body Coach 25 min;25 min;tabata;Débutant;Coach;Full body;terrain hardcore
tabata_full_body_coach_debutant_30;Tabata Full body Coach 30 min;30 min;tabata;Débutant;Coach;Full body;terrain hardcore
tabata_full_body_solo_intermediaire_10;Tabata Full body Solo 10 min;10 min;tabata;Intermédiaire;Solo;Full body;terrain hardcore
tabata_full_body_solo_intermediaire_15;Tabata Full body Solo 15 min;15 min;tabata;Intermédiaire;Solo;Full body;terrain hardcore
tabata_full_body_solo_intermediaire_20;Tabata Full body Solo 20 min;20 min;tabata;Intermédiaire;Solo;Full body;terrain hardcore
tabata_full_body_solo_intermediaire_25;Tabata Full body Solo 25 min;25 min;tabata;Intermédiaire;Solo;Full body;terrain hardcore
tabata_full_body_solo_intermediaire_30;Tabata Full body Solo 30 min;30 min;tabata;Intermédiaire;Solo;Full body;terrain hardcore
tabata_full_body_groupe_intermediaire_10;Tabata Full body Groupe 10 min;10 min;tabata;Intermédiaire;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_intermediaire_15;Tabata Full body Groupe 15 min;15 min;tabata;Intermédiaire;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_intermediaire_20;Tabata Full body Groupe 20 min;20 min;tabata;Intermédiaire;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_intermediaire_25;Tabata Full body Groupe 25 min;25 min;tabata;Intermédiaire;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_intermediaire_30;Tabata Full body Groupe 30 min;30 min;tabata;Intermédiaire;Groupe;Full body;terrain hardcore
tabata_full_body_maison_intermediaire_10;Tabata Full body Maison 10 min;10 min;tabata;Intermédiaire;Maison;Full body;terrain hardcore
tabata_full_body_maison_intermediaire_15;Tabata Full body Maison 15 min;15 min;tabata;Intermédiaire;Maison;Full body;terrain hardcore
tabata_full_body_maison_intermediaire_20;Tabata Full body Maison 20 min;20 min;tabata;Intermédiaire;Maison;Full body;terrain hardcore
tabata_full_body_maison_intermediaire_25;Tabata Full body Maison 25 min;25 min;tabata;Intermédiaire;Maison;Full body;terrain hardcore
tabata_full_body_maison_intermediaire_30;Tabata Full body Maison 30 min;30 min;tabata;Intermédiaire;Maison;Full body;terrain hardcore
tabata_full_body_salle_intermediaire_10;Tabata Full body Salle 10 min;10 min;tabata;Intermédiaire;Salle;Full body;terrain hardcore
tabata_full_body_salle_intermediaire_15;Tabata Full body Salle 15 min;15 min;tabata;Intermédiaire;Salle;Full body;terrain hardcore
tabata_full_body_salle_intermediaire_20;Tabata Full body Salle 20 min;20 min;tabata;Intermédiaire;Salle;Full body;terrain hardcore
tabata_full_body_salle_intermediaire_25;Tabata Full body Salle 25 min;25 min;tabata;Intermédiaire;Salle;Full body;terrain hardcore
tabata_full_body_salle_intermediaire_30;Tabata Full body Salle 30 min;30 min;tabata;Intermédiaire;Salle;Full body;terrain hardcore
tabata_full_body_exterieur_intermediaire_10;Tabata Full body Extérieur 10 min;10 min;tabata;Intermédiaire;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_intermediaire_15;Tabata Full body Extérieur 15 min;15 min;tabata;Intermédiaire;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_intermediaire_20;Tabata Full body Extérieur 20 min;20 min;tabata;Intermédiaire;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_intermediaire_25;Tabata Full body Extérieur 25 min;25 min;tabata;Intermédiaire;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_intermediaire_30;Tabata Full body Extérieur 30 min;30 min;tabata;Intermédiaire;Extérieur;Full body;terrain hardcore
tabata_full_body_coach_intermediaire_10;Tabata Full body Coach 10 min;10 min;tabata;Intermédiaire;Coach;Full body;terrain hardcore
tabata_full_body_coach_intermediaire_15;Tabata Full body Coach 15 min;15 min;tabata;Intermédiaire;Coach;Full body;terrain hardcore
tabata_full_body_coach_intermediaire_20;Tabata Full body Coach 20 min;20 min;tabata;Intermédiaire;Coach;Full body;terrain hardcore
tabata_full_body_coach_intermediaire_25;Tabata Full body Coach 25 min;25 min;tabata;Intermédiaire;Coach;Full body;terrain hardcore
tabata_full_body_coach_intermediaire_30;Tabata Full body Coach 30 min;30 min;tabata;Intermédiaire;Coach;Full body;terrain hardcore
tabata_full_body_solo_avance_10;Tabata Full body Solo 10 min;10 min;tabata;Avancé;Solo;Full body;terrain hardcore
tabata_full_body_solo_avance_15;Tabata Full body Solo 15 min;15 min;tabata;Avancé;Solo;Full body;terrain hardcore
tabata_full_body_solo_avance_20;Tabata Full body Solo 20 min;20 min;tabata;Avancé;Solo;Full body;terrain hardcore
tabata_full_body_solo_avance_25;Tabata Full body Solo 25 min;25 min;tabata;Avancé;Solo;Full body;terrain hardcore
tabata_full_body_solo_avance_30;Tabata Full body Solo 30 min;30 min;tabata;Avancé;Solo;Full body;terrain hardcore
tabata_full_body_groupe_avance_10;Tabata Full body Groupe 10 min;10 min;tabata;Avancé;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_avance_15;Tabata Full body Groupe 15 min;15 min;tabata;Avancé;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_avance_20;Tabata Full body Groupe 20 min;20 min;tabata;Avancé;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_avance_25;Tabata Full body Groupe 25 min;25 min;tabata;Avancé;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_avance_30;Tabata Full body Groupe 30 min;30 min;tabata;Avancé;Groupe;Full body;terrain hardcore
tabata_full_body_maison_avance_10;Tabata Full body Maison 10 min;10 min;tabata;Avancé;Maison;Full body;terrain hardcore
tabata_full_body_maison_avance_15;Tabata Full body Maison 15 min;15 min;tabata;Avancé;Maison;Full body;terrain hardcore
tabata_full_body_maison_avance_20;Tabata Full body Maison 20 min;20 min;tabata;Avancé;Maison;Full body;terrain hardcore
tabata_full_body_maison_avance_25;Tabata Full body Maison 25 min;25 min;tabata;Avancé;Maison;Full body;terrain hardcore
tabata_full_body_maison_avance_30;Tabata Full body Maison 30 min;30 min;tabata;Avancé;Maison;Full body;terrain hardcore
tabata_full_body_salle_avance_10;Tabata Full body Salle 10 min;10 min;tabata;Avancé;Salle;Full body;terrain hardcore
tabata_full_body_salle_avance_15;Tabata Full body Salle 15 min;15 min;tabata;Avancé;Salle;Full body;terrain hardcore
tabata_full_body_salle_avance_20;Tabata Full body Salle 20 min;20 min;tabata;Avancé;Salle;Full body;terrain hardcore
tabata_full_body_salle_avance_25;Tabata Full body Salle 25 min;25 min;tabata;Avancé;Salle;Full body;terrain hardcore
tabata_full_body_salle_avance_30;Tabata Full body Salle 30 min;30 min;tabata;Avancé;Salle;Full body;terrain hardcore
tabata_full_body_exterieur_avance_10;Tabata Full body Extérieur 10 min;10 min;tabata;Avancé;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_avance_15;Tabata Full body Extérieur 15 min;15 min;tabata;Avancé;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_avance_20;Tabata Full body Extérieur 20 min;20 min;tabata;Avancé;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_avance_25;Tabata Full body Extérieur 25 min;25 min;tabata;Avancé;Extérieur;Full body;terrain hardcore
tabata_full_body_exterieur_avance_30;Tabata Full body Extérieur 30 min;30 min;tabata;Avancé;Extérieur;Full body;terrain hardcore
tabata_full_body_coach_avance_10;Tabata Full body Coach 10 min;10 min;tabata;Avancé;Coach;Full body;terrain hardcore
tabata_full_body_coach_avance_15;Tabata Full body Coach 15 min;15 min;tabata;Avancé;Coach;Full body;terrain hardcore
tabata_full_body_coach_avance_20;Tabata Full body Coach 20 min;20 min;tabata;Avancé;Coach;Full body;terrain hardcore
tabata_full_body_coach_avance_25;Tabata Full body Coach 25 min;25 min;tabata;Avancé;Coach;Full body;terrain hardcore
tabata_full_body_coach_avance_30;Tabata Full body Coach 30 min;30 min;tabata;Avancé;Coach;Full body;terrain hardcore
tabata_full_body_solo_expert_10;Tabata Full body Solo 10 min;10 min;tabata;Expert;Solo;Full body;terrain hardcore
tabata_full_body_solo_expert_15;Tabata Full body Solo 15 min;15 min;tabata;Expert;Solo;Full body;terrain hardcore
tabata_full_body_solo_expert_20;Tabata Full body Solo 20 min;20 min;tabata;Expert;Solo;Full body;terrain hardcore
tabata_full_body_solo_expert_25;Tabata Full body Solo 25 min;25 min;tabata;Expert;Solo;Full body;terrain hardcore
tabata_full_body_solo_expert_30;Tabata Full body Solo 30 min;30 min;tabata;Expert;Solo;Full body;terrain hardcore
tabata_full_body_groupe_expert_10;Tabata Full body Groupe 10 min;10 min;tabata;Expert;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_expert_15;Tabata Full body Groupe 15 min;15 min;tabata;Expert;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_expert_20;Tabata Full body Groupe 20 min;20 min;tabata;Expert;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_expert_25;Tabata Full body Groupe 25 min;25 min;tabata;Expert;Groupe;Full body;terrain hardcore
tabata_full_body_groupe_expert_30;Tabata Full body Groupe 30 min;30 min;tabata;Expert;Groupe;Full body;terrain hardcore
